origin,id,host_class,host_order,host_family,host_genus,host_species,virus_genus,virus_subgenus
Anthony,17934891852505243241,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,661277144963891772,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,13677800755228520726,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,17090330112430028376,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,682404875222498878,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,4519424161417311797,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,12263615986305702006,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,8546956262305507910,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,1757215814881084768,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,12179711844454144646,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,17592400301258356641,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,17351778201632631500,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,2171246516181538892,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,16131978705971208000,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,5459924654879254322,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,14550812949353609041,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,3729017650356192216,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,11669214627441753405,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,459147190141621659,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,17077595320652584985,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,4898739971056197010,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,4889249313819979810,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,12380752034902016853,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,542484372736934578,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,80476961692750259,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,18443525514237926145,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,10579304828633789084,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Alphacoronavirus,Minacovirus
Anthony,11389074064004226295,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus magnater,Alphacoronavirus,Minunacovirus
Anthony,2158454214021117437,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus magnater,Alphacoronavirus,Minunacovirus
Anthony,9757489624581526868,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,Alphacoronavirus,Minunacovirus
Anthony,7465865741878739721,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,Alphacoronavirus,Minunacovirus
Anthony,9904585542477787887,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,Alphacoronavirus,Minunacovirus
Anthony,7328382681259006827,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus fuliginosus,Alphacoronavirus,Minunacovirus
Anthony,10879877476032996102,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis ricketti,Alphacoronavirus,
Anthony,7494110013840459458,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis ricketti,Alphacoronavirus,
Anthony,10998677572760431040,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,Nyctalus plancyi,Alphacoronavirus,
Anthony,13654522163067075274,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,Nyctalus plancyi,Alphacoronavirus,
Anthony,17339898977204184321,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,5953251561344736136,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,16342888190204016762,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,13444090654616917586,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,15227911024909052084,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,12535322575265238225,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus coromandra,Alphacoronavirus,Pedacovirus
Anthony,6241523614344025337,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,9930567937252544153,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,1421045931672211660,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,16198235917232475123,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,1851515059403888844,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,17131136254970585812,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,5520516119860622858,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,16549768094958606314,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,12549526786870694994,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,57879585536388362,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,11266620110342055137,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,18354915644877653010,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,11160275443382050330,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,4112877472312255577,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,14546656195526569558,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,15964394739252677863,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,70550419825529439,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,5171605457180743299,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,9308597601278914733,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,16612204975596720398,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,11168802860687275120,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,1900375100259156166,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,5911733458679887098,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,17001751601238750390,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,10057140295730352172,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,16994331609355458895,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus kuhlii,Alphacoronavirus,Pedacovirus
Anthony,16939313951169996242,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,6933512104971990653,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,40719156639861228,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,15743220250226996327,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,15890022964690101537,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12245953353734629757,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,2584426061465914529,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,18127915343398443328,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,8074073902469920919,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,6385371445849880491,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,3174995607558128888,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,13978757133266566226,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1498115389696627935,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,2952413011448751359,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12913239478995938608,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1663533173937942875,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,8298002246787160742,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,11671234713422177190,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,10513104364248595386,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,5320848725651086735,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,9746489927194355230,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12322395810805660279,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1888828944091863375,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4089893760551898339,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,13516639653707338198,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4627077268039576935,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12978978594251936299,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1451446631587479588,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,16867717258451283687,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis horsfieldii,Alphacoronavirus,Pedacovirus
Anthony,13677378866226917315,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis horsfieldii,Alphacoronavirus,Pedacovirus
Anthony,7117363664278699095,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis horsfieldii,Alphacoronavirus,Pedacovirus
Anthony,3883610403459609099,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis horsfieldii,Alphacoronavirus,Pedacovirus
Anthony,6230714919871327726,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,7302027169601423109,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4462211646147483302,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4157958337125918191,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,16541129923202690033,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,11423219736715923573,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1570424432934994392,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,9955327887485125162,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,2892278631285784136,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,3482466419973366921,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,10861541410385785897,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,10715621565542841453,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,11648829863042873974,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,8464774756388481747,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,7725707001580160817,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,114878714578252900,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,2915271356194798698,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,10603049654853165430,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,14605328053303819102,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,3085259073670599339,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12081407476549693615,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,11700525694224338974,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,5050729178593362493,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12871962715420469513,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,2791862771746793435,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12078769773827435247,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12120685942063850971,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,6320941860436278003,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,11770656101238046670,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,420366984558093959,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,17923707765879221096,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,3027320092507031859,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12965244360939822761,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,8049081021159364392,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,72004863961830366,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,5503555642717290311,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1924565265589912513,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,2796811623225547243,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,17459451353442022937,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,17132364974695701525,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,10859512884291041684,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12593688671236752352,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,3438370016943251521,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,15101886782762067829,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,13315137499163786992,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4896598839606641210,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,51519847874923825,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,14595667449572062630,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,13092879262922724606,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,16466290547936942262,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1581809344952768311,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12919396343686614292,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4561658213245270971,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,13340108496072490719,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,14329842660570164668,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,6003736420923371928,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,5728546654431031052,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4558516603665848158,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,17261509009454380980,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,15641060308279070940,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,14488659865231523711,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,16026942915689886017,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,9533808208131070861,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,13250830536518923704,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,15170329035146916089,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,14215269687169145452,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,17363866960290036156,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,16347151718970977301,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,510317455699562274,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,2516451044809010998,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,13862203882186972501,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,11035482670239193695,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,17809786186620158139,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,16403311989097447038,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,683871763175724583,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,5635019847907065457,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12314333464893080713,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,11171962514908111124,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,13417677832545973665,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,5297431320716787454,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,6635780633130788337,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1733642892992250823,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,8660282193379942547,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4909982384038866467,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,4847878488305834435,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,16746872172918715193,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,16234944661945959963,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,8833752831856165540,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,984944731519069092,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,6565988345951365320,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1855625669291503500,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,8403109902590204344,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1644045786588676671,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,2432659451730558791,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,7467165419417321360,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,1556020510890595796,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,6545076881904096260,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
Anthony,12824019254651493571,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,Pedacovirus
HP3,8165000401395215793,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Alphacoronavirus,
Anthony,2061122300916539571,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Alphacoronavirus,Rhinacovirus
Anthony,3278080287719884576,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Alphacoronavirus,Rhinacovirus
Anthony,12494620954646034923,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Alphacoronavirus,Rhinacovirus
Anthony,11817643447575075050,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Alphacoronavirus,Rhinacovirus
Anthony,11576676447647477448,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Alphacoronavirus,Rhinacovirus
Anthony,13586270329633438905,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Alphacoronavirus,Rhinacovirus
Anthony,16925476751867853307,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Alphacoronavirus,Rhinacovirus
Anthony,317807214171546673,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros pratti,Alphacoronavirus,Rhinacovirus
Anthony,13987359121933252331,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,Alphacoronavirus,
Anthony,578373855708920894,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,Alphacoronavirus,
Anthony,12329310094009635723,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus,Setracovirus
Anthony,12740778680145122958,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus,Setracovirus
Anthony,1748570703222346066,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus,Setracovirus
Anthony,11564462891055660237,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus,Setracovirus
Anthony,105504548310964176,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus,Setracovirus
Anthony,3772153765168309576,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus,Setracovirus
Anthony,15146660197602437523,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus,Setracovirus
Anthony,8759206617826688353,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Alphacoronavirus,Setracovirus
